序号,名  称,一级分类编码,二级分类编码,食部(%),水分(g),能量（千卡）,能量（千焦）,蛋白质(g),脂肪(g),碳水化物(g),膳食纤维(g),胆固醇(mg),灰分(g),维生素A(μgRE),硫胺素(mg),核黄素(mg),维生素B6(mg),维生素B12(mg),叶酸(ug),烟碱(mg),维生素C(mg),维生素E(mg),钙(mg),磷(mg),钾(mg),钠(mg),镁(mg),铁(mg),锌(mg),硒(mg),铜(mg),锰(mg),碘(mg),胡萝卜素(μg),视黄醇(μg),尼克酸/烟酸(mg),α-维生素E(mg)
462,达乌里胡枝子子[牛枝子子，豆豆苗子 ）,48,48014,100,10.0,1535,6422,36.8,8.3,41.7,10.9,0,3.2,0.0,0.83,0.34,0.0,0.0,0.0,0.0,0.0,0.0,392,486.0,0,0.0,0,4.9,0.0,0.0,0.0,0.0,0,0,0.0,3.0,0.0
463,大玻璃草叶（鲜）[大车前],48,48015,100,83.0,206,862,4.4,0.3,8.8,3.1,0,3.5,760.0,0.04,0.22,0.0,0.0,0.0,0.0,6.0,0.0,443,64.0,0,0.0,0,21.9,0.0,0.0,0.0,0.0,0,4560,760.0,1.4,0.0
464,大巢菜（鲜）[野苕子，野豌豆],48,48016,100,80.0,264,1105,3.8,0.5,13.6,5.5,0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,70.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
465,大蓟叶（鲜）[飞廉叶],48,48017,100,91.0,158,661,1.5,1.4,5.5,1.4,0,0.6,508.0,0.0,0.32,0.0,0.0,0.0,0.0,31.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3050,508.0,0.0,0.0
466,地肤（鲜）[益明，扫帚苗],48,48018,100,79.0,273,1142,5.2,0.8,10.4,2.2,0,4.6,953.0,0.15,0.31,0.0,0.0,0.0,0.0,39.0,0.0,281,66.0,702,0.0,118,6.5,0.52,0.0,0.25,0.42,0,5720,953.0,1.6,0.0
467,地笋（鲜）[地古牛，地瓜儿苗叶],48,48019,100,79.0,288,1205,4.3,0.7,13.7,4.7,0,2.3,1055.0,0.04,0.25,0.0,0.0,0.0,0.0,7.0,0.0,297,62.0,416,0.0,25,4.4,0.93,0.0,0.43,0.26,0,6330,1055.0,1.4,0.0
468,豆腐柴（鲜）,48,48020,100,82.1,16,67,0.0,0.0,7.8,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,126,97.0,444,0.0,38,6.2,1.36,0.0,0.22,12.68,0,0,0.0,0.0,0.0
469,独行菜（鲜）,48,48021,100,86.0,19,75,2.0,0.0,1.6,1.6,0,0.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.23,188,124.0,335,0.0,42,4.7,0.9,0.0,0.06,0.36,0,3930,655.0,0.0,0.0
470,"独行菜（宽,鲜）",48,48022,100,86.4,3,13,0.0,0.0,1.7,1.7,0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.27,183,119.0,416,0.0,38,5.6,1.21,0.0,0.09,0.42,0,3570,595.0,0.0,0.0
471,番杏[夏菠菜，新西兰菠菜],48,48023,100,91.4,4,17,0.0,0.0,2.1,2.1,0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,97,37.0,221,0.0,44,1.4,0.33,0.0,0.06,0.55,0,2550,425.0,0.0,0.0
472,胡枝子（鲜）[山豆子],48,48024,0,61.0,138,579,5.3,2.2,29.6,10.5,0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
473,槐花（鲜）[洋槐花，豆槐花],48,48025,0,78.0,82,344,3.1,0.7,17.0,2.2,0,1.2,67.0,0.04,0.18,0.0,0.0,0.0,0.0,30.0,0.0,83,69.0,0,0.0,0,3.6,0.0,0.0,0.0,0.0,0,400,67.0,6.6,0.0
474,黄麻叶（鲜）,48,48026,100,87.7,42,177,4.7,0.3,5.8,1.2,0,1.6,556.0,0.13,0.55,0.0,0.0,0.0,0.0,37.0,0.0,208,83.0,559,0.0,64,4.8,0.0,0.0,0.0,0.0,0,0,556.0,1.3,0.0
475,碱蓬（鲜）[棉蓬，猪毛菜],48,48027,0,89.0,33,138,2.8,0.3,5.2,0.9,0,2.7,667.0,0.26,0.28,0.0,0.0,0.0,0.0,86.0,0.0,480,34.0,0,0.0,0,8.3,0.0,0.0,0.0,0.0,0,4000,667.0,0.7,0.0
476,苦苦菜（鲜）,48,48028,100,88.2,42,174,2.5,0.9,6.8,1.8,0,1.6,357.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,2140,357.0,0.0,0.0
477,轮叶党参,48,48029,0,85.7,0,0,0.0,0.0,0.0,4.0,0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.23,68,87.0,89,0.0,54,2.8,0.5,0.0,0.27,0.25,0,550,92.0,0.0,0.0
478,罗勒[兰香],48,48030,0,88.4,26,108,3.8,0.0,4.6,3.9,0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,285,65.0,576,0.0,106,4.4,0.52,0.0,0.91,0.68,0,2460,410.0,0.0,0.0
479,马齿苋（）鲜[长寿菜，瓜子菜],48,48031,100,92.0,28,117,2.3,0.5,3.9,0.7,0,1.3,372.0,0.03,0.11,0.0,0.0,0.0,0.0,23.0,0.0,85,56.0,0,0.0,0,1.5,0.0,0.0,0.0,0.0,0,2230,372.0,0.7,0.0
480,马兰头（鲜）[马兰，鸡儿肠，路边菊],48,48032,100,91.4,28,119,2.4,0.4,4.6,1.6,0,1.2,340.0,0.06,0.13,0.0,0.0,0.0,0.0,26.0,0.72,67,38.0,285,0.0,14,2.4,0.87,0.75,0.13,0.44,0,2040,340.0,0.8,0.72
481,麦瓶草（鲜）[米瓦罐],48,48033,100,88.0,38,159,4.5,0.5,4.4,1.0,0,2.6,693.0,0.02,0.27,0.0,0.0,0.0,0.0,49.0,0.0,153,55.0,0,0.0,0,4.5,0.0,0.0,0.0,0.0,0,4160,693.0,1.6,0.0
482,牛至,48,48034,100,82.4,0,0,0.0,0.0,0.0,0.4,0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.09,218,51.0,442,0.0,66,10.7,0.89,0.0,0.9,0.6,0,4110,685.0,0.0,0.0
483,牛蒡叶（鲜）,48,48035,100,87.0,42,174,4.7,0.8,5.1,2.4,0,2.4,650.0,0.02,0.29,0.0,0.0,0.0,0.0,25.0,0.0,242,61.0,0,0.0,0,7.6,0.0,0.0,0.0,0.0,0,3900,650.0,1.1,0.0
484,爬景天（鲜）[石头菜],48,48036,100,94.0,21,87,0.6,0.7,3.5,0.9,0,1.2,105.0,0.08,0.14,0.0,0.0,0.0,0.0,18.0,0.0,260,23.0,0,0.0,0,3.5,0.0,0.0,0.0,0.0,0,630,105.0,0.3,0.0
485,喷瓜,48,48037,100,92.0,1,4,0.0,0.0,0.3,0.3,0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.23,74,35.0,203,0.0,22,2.3,0.28,0.0,0.33,0.12,0,180,30.0,0.0,0.0
486,婆罗门参（白，鲜）,48,48038,100,76.8,1,4,0.0,0.0,0.3,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.16,61,72.0,443,0.0,37,5.1,0.48,0.0,0.37,0.54,0,0,0.0,0.0,0.0
487,婆罗门参（黑，鲜）[鸦葱],48,48039,100,84.6,1,4,0.0,0.1,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03,50,83.0,67,0.0,51,2.3,0.47,0.0,0.24,0.4,0,0,0.0,0.0,0.0
488,蒲公英叶（鲜）[黄花苗叶，孛孛丁叶],48,48040,100,84.0,53,221,4.8,1.1,7.0,2.1,0,3.1,1225.0,0.03,0.39,0.0,0.0,0.0,0.0,47.0,0.02,216,93.0,327,0.0,54,4.0,0.35,0.0,0.44,0.58,0,7350,1225.0,1.9,0.0
489,掐不齐（鲜）[鸡眼草，牛黄草],48,48041,100,67.0,110,462,6.1,1.4,23.6,10.5,0,1.9,2100.0,0.0,0.8,0.0,0.0,0.0,0.0,270.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,12600,2100.0,0.0,0.0
490,清明菜（）鲜[鼠曲菜],48,48042,100,85.0,49,206,3.1,0.6,8.9,2.1,0,2.4,365.0,0.03,0.24,0.0,0.0,0.0,0.0,28.0,0.0,218,66.0,0,0.0,0,7.4,0.0,0.0,0.0,0.0,0,2190,365.0,1.4,0.0
491,球茎茴香,48,48043,0,87.7,1,4,0.0,0.0,0.3,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.74,71,71.0,655,0.0,31,0.9,0.37,0.0,0.24,0.14,0,0,0.0,0.0,0.0
492,沙参叶（鲜）[白参],48,48044,100,74.0,93,390,0.8,1.6,21.6,5.4,0,2.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,585,180.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5870,978.0,2.7,0.0
493,沙蓬子（鲜）[沙米],48,48045,100,13.0,349,1459,21.5,8.1,50.6,6.3,0,6.8,0.0,0.21,0.1,0.0,0.0,0.0,0.0,0.0,0.0,686,542.0,0,0.0,0,57.1,0.0,0.0,0.0,0.0,0,0,0.0,0.5,0.0
494,山苦荬叶（鲜）[启明菜叶],48,48046,100,90.0,33,139,2.2,0.4,5.6,0.8,0,1.8,663.0,0.1,0.27,0.0,0.0,0.0,0.0,28.0,0.0,150,59.0,0,0.0,0,5.2,0.0,0.0,0.0,0.0,0,3980,663.0,1.0,0.0
495,食用大黄（鲜）,48,48047,100,93.1,9,39,1.6,0.0,1.5,1.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,107,31.0,502,0.0,38,0.9,0.16,0.0,0.53,0.05,0,10,2.0,0.0,0.0
496,食用黄麻,48,48048,100,80.8,22,94,0.9,0.1,0.0,0.3,0,0.0,872.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.03,398,103.0,562,0.0,55,4.1,0.69,0.0,0.38,1.0,0,5230,872.0,0.0,0.0
497,酸模（鲜）,48,48049,100,95.6,17,72,1.7,0.2,0.0,1.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.05,28,21.0,228,0.0,26,0.6,0.15,0.0,0.04,0.12,0,20,3.0,0.0,0.0
498,汤菜（鲜）,48,48050,100,93.2,24,99,1.8,0.5,3.4,0.8,0,1.1,68.0,0.0,0.68,0.0,0.0,0.0,0.0,57.0,1.55,131,27.0,239,0.0,36,5.8,0.12,0.0,0.13,0.0,0,410,68.0,0.6,0.19
499,土三七（鲜）[景天三七],48,48051,100,87.0,48,200,2.1,0.7,9.0,1.5,0,1.2,423.0,0.05,0.07,0.0,0.0,0.0,0.0,90.0,0.0,315,39.0,0,0.0,0,3.2,0.0,0.0,0.0,0.0,0,2540,423.0,0.9,0.0
500,歪头菜（鲜）[草豆，二叶萩],48,48052,100,78.0,74,308,2.5,0.3,17.9,5.4,0,1.3,905.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,298,43.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5430,905.0,0.0,0.0
501,梧桐子（鲜）[瓢儿果],48,48053,100,3.0,560,2341,23.6,38.8,30.1,2.2,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,212.0,0,0.0,0,4.8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
502,夏枯草（鲜）[铁色草],48,48054,100,81.0,63,265,2.5,0.7,12.7,1.9,0,3.1,627.0,0.0,0.21,0.0,0.0,0.0,0.0,28.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,3760,627.0,1.2,0.0
503,香椿（鲜）[香椿芽],48,48055,76,85.2,50,211,1.7,0.4,10.9,1.8,0,1.8,117.0,0.07,0.12,0.0,0.0,0.0,0.0,40.0,0.99,96,147.0,172,0.0,36,3.9,2.25,0.42,0.09,0.35,0,700,117.0,0.9,0.57
504,香茅,48,48056,100,80.5,17,72,1.7,0.2,0.0,0.4,0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,120,62.0,599,0.0,46,6.0,0.89,0.0,1.01,1.22,0,3000,500.0,0.0,0.0
505,小旋花（鲜）[狗儿蔓],48,48057,100,81.0,60,251,0.0,0.5,15.4,3.1,0,3.1,880.0,0.02,0.59,0.0,0.0,0.0,0.0,54.0,0.0,422,40.0,0,0.0,0,10.1,0.0,0.0,0.0,0.0,0,5280,880.0,2.0,0.0
506,鸭跖草（鲜）[竹叶菜，淡竹叶],48,48058,100,89.0,34,144,2.8,0.3,5.7,1.2,0,2.2,698.0,0.03,0.29,0.0,0.0,0.0,0.0,87.0,0.0,206,39.0,0,0.0,0,5.4,0.0,0.0,0.0,0.0,0,4190,698.0,0.9,0.0
507,野葱（鲜）[沙葱，麦葱],48,48059,100,89.0,36,152,2.7,0.2,6.7,1.5,0,1.4,500.0,0.31,0.0,0.0,0.0,0.0,0.0,64.0,0.0,279,43.0,0,0.0,0,4.1,0.0,0.0,0.0,0.0,0,3000,500.0,0.7,0.0
508,野韭菜（鲜）[山韭],48,48060,100,86.0,44,182,3.7,0.9,7.2,4.1,0,2.2,235.0,0.03,0.11,0.0,0.0,0.0,0.0,21.0,0.0,129,47.0,0,0.0,0,5.4,0.0,0.0,0.0,0.0,0,1410,235.0,0.7,0.0
509,野菊,48,48061,100,85.0,46,195,3.2,0.5,9.0,3.4,0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,41.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
510,野蒜（鲜）[小蒜，野葱],48,48062,82,90.4,34,144,1.0,0.4,7.7,2.0,0,0.5,113.0,0.03,0.12,0.0,0.0,0.0,0.0,28.0,0.24,89,38.0,231,0.0,13,1.2,0.5,1.23,0.03,0.26,0,680,113.0,0.5,0.24
511,野苋菜（鲜）[假苋菜],48,48063,100,80.0,62,260,5.5,0.6,9.5,1.6,0,4.4,1192.0,0.05,0.36,0.0,0.0,0.0,0.0,153.0,0.0,610,93.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,7150,1192.0,2.1,0.0
512,茵陈蒿（鲜）[茵陈],48,48064,100,79.0,65,237,5.6,0.4,12.0,4.4,0,3.0,837.0,0.05,0.35,0.0,0.0,0.0,0.0,2.0,0.0,257,97.0,0,0.0,0,21.0,0.0,0.0,0.0,0.0,0,5020,837.0,0.2,0.0
513,榆钱（鲜）,48,48065,100,85.2,45,187,4.8,0.4,7.6,4.3,0,2.0,122.0,0.04,0.12,0.0,0.0,0.0,0.0,11.0,0.54,62,104.0,134,0.0,47,7.9,3.27,0.36,0.24,0.78,0,730,122.0,0.9,0.02
514,珍珠花菜,48,48067,100,84.9,17,72,1.7,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,155,35.0,495,0.0,63,5.5,0.74,0.0,0.21,0.85,0,0,0.0,0.0,0.0
515,紫花桔梗,48,48068,100,81.4,22,94,0.9,0.1,0.0,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,46,53.0,24,0.0,27,3.6,0.4,0.0,0.1,0.21,0,0,0.0,0.0,0.0
516,紫萼香茶菜,48,48069,100,77.0,17,72,1.7,0.2,0.0,6.9,0,0.0,712.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,356,106.0,670,0.0,229,10.9,1.27,0.0,1.39,0.85,0,4270,712.0,0.0,0.0
517,苣荬菜（尖叶）[取荬菜，苦麻子],48,48070,100,88.4,19,75,2.0,0.0,0.0,0.2,0,0.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.05,218,30.0,237,0.0,52,9.7,0.49,0.0,1.07,0.55,0,5440,907.0,0.0,0.0
518,苜蓿子（干）[紫苜蓿子],48,48072,100,11.0,359,1501,36.4,8.7,39.9,12.4,0,4.0,0.0,0.41,0.21,0.0,0.0,0.0,0.0,0.0,0.0,595,520.0,0,0.0,0,59.5,0.0,0.0,0.0,0.0,0,0,0.0,0.7,0.0
519,茴芹（鲜）,48,48073,100,83.0,22,94,0.9,0.1,17.0,0.0,0,0.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,5730,955.0,0.0,0.0
520,荞菜（鲜）[野荞],48,48074,65,95.6,13,54,0.7,0.2,2.7,1.2,0,0.8,48.0,0.02,0.02,0.0,0.0,0.0,0.0,5.0,0.27,89,26.0,262,0.0,9,1.1,0.42,1.5,0.05,0.19,0,290,48.0,1.8,0.03
521,蒌蒿（鲜）,48,48075,100,87.4,57,239,3.7,0.7,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17,8.0,40,0.0,2,0.5,0.2,0.0,0.05,0.02,0,0,0.0,0.0,0.0
522,蕨菜（鲜）[龙头菜，如意菜],48,48076,100,88.6,42,177,1.6,0.4,9.0,1.8,0,0.4,183.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.78,17,50.0,292,0.0,30,4.2,0.6,0.0,0.16,0.32,0,1100,183.0,0.0,0.0
523,蕨菜（脱水）,48,48077,100,7.2,302,1265,6.6,0.9,79.7,25.5,0,5.6,0.0,0.0,0.16,0.0,0.0,0.0,0.0,3.0,0.53,851,253.0,59,0.0,82,23.7,18.11,6.34,2.79,2.31,0,0,0.0,2.7,0.0
524,蕨麻（干）[鹅绒委陵菜],48,48078,100,8.0,357,1492,12.6,1.4,75.0,3.2,0,3.0,107.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,334.0,0,0.0,0,24.4,0.0,0.0,0.0,0.0,0,640,107.0,3.3,0.0
525,枸杞菜（鲜）[枸杞，地骨],48,48079,49,87.8,47,197,5.6,1.1,4.5,1.6,0,1.0,592.0,0.08,0.32,0.0,0.0,0.0,0.0,58.0,2.99,36,32.0,170,0.0,74,2.4,0.21,0.35,0.21,0.37,0,3550,592.0,1.3,2.58
526,酢浆草（鲜）[酸酸草，酸溜溜],48,48080,100,84.0,66,278,3.1,0.5,12.4,0.0,0,0.0,873.0,0.25,0.31,0.0,0.0,0.0,0.0,127.0,0.0,27,125.0,0,0.0,0,5.6,0.0,0.0,0.0,0.0,0,5240,873.0,0.0,0.0
527,苦苣菜[苦菜、天精菜],48,48081,100,90.3,32,136,3.1,0.6,4.5,1.7,0,1.5,9055.0,0.11,0.16,0.0,0.0,0.0,0.7,3.0,2.73,230,53.0,350,0.0,58,6.5,0.61,0.0,0.09,0.0,0,0,9055.0,0.0,0.0
528,苜蓿[草头、金花菜],48,48082,95,90.2,35,148,5.0,0.7,2.9,1.4,0,1.2,915.0,0.02,0.17,0.0,0.0,0.0,1.0,102.0,2.82,112,22.0,32,0.0,11,2.8,0.25,0.11,0.04,0.13,0,0,915.0,0.0,0.0
529,鱼腥草（叶）[蕺菜，臭菜],48,48083,100,84.9,32,131,2.1,0.1,10.7,0.0,0,2.3,0.0,0.03,0.02,0.0,0.0,0.0,1.04,16.0,1.28,57,31.0,494,0.0,154,2.3,0.4,1.25,0.09,1.0,0,0,0.0,0.0,0.0
530,鱼腥草（根）,48,48084,86,77.4,63,261,2.1,0.1,19.5,0.0,0,1.0,7.0,0.09,0.06,0.0,0.0,0.0,0.78,3.0,0.26,74,55.0,469,0.0,27,2.3,0.69,0.43,0.11,1.28,0,0,7.0,0.0,0.0
531,刺五加尖,48,48085,74,82.3,69,292,4.8,1.0,10.2,0.0,0,1.7,0.0,0.09,0.29,0.0,0.0,0.0,0.0,11.5,0.0,176,85.0,458,0.0,0,5.6,0.97,0.0,0.0,0.0,0,0,0.0,0.0,0.0
532,枸杞叶,48,48086,100,90.3,34,142,3.0,1.3,5.3,0.0,0,1.2,0.0,0.02,0.15,0.0,0.0,0.0,0.0,24.0,0.0,146,31.0,412,0.0,0,2.2,0.44,0.0,0.13,0.56,0,0,0.0,0.0,0.0
533,灰灰菜（干、藜）,48,48087,100,10.2,312,1322,18.3,1.5,56.2,0.0,0,13.8,0.0,0.08,0.3,0.0,0.0,0.0,0.0,0.0,1.15,1489,227.0,2198,0.0,468,10.3,2.3,0.0,0.49,0.85,0,0,0.0,0.0,0.0
534,荆芥,48,48088,52,91.9,26,111,2.6,0.0,4.3,0.0,0,1.2,14.0,0.1,0.29,0.0,0.0,0.0,0.0,7.7,6.49,210,36.0,282,0.0,67,9.8,0.35,0.0,0.15,0.85,0,0,14.0,0.0,0.0
535,草菇[大黑头细花草、稻菇],51,51001,100,92.3,27,112,2.7,0.2,4.3,1.6,0,0.5,0.0,0.08,0.34,0.0,0.0,0.0,0.0,0.0,0.4,17,33.0,179,0.0,21,1.3,0.6,0.02,0.4,0.09,0,0,0.0,8.0,0.4
536,大红菇（干）[草质红菇],51,51002,100,15.5,263,1099,24.4,2.8,50.9,31.6,0,6.4,13.0,0.26,6.9,0.0,0.0,0.0,0.0,2.0,0.0,1,523.0,228,0.0,30,7.5,3.5,10.64,2.3,0.91,0,80,13.0,19.5,0.0
537,地衣（水浸）,51,51003,100,96.4,10,40,1.5,0.0,1.8,1.8,0,1.0,37.0,0.02,0.28,0.0,0.0,0.0,0.0,0.0,2.24,14,53.0,102,0.0,275,21.1,5.0,9.54,1.13,7.74,0,220,37.0,0.5,0.0
538,冬菇（干）[毛柄金线菌],51,51004,86,13.4,277,1158,17.8,1.3,64.6,32.3,0,2.9,5.0,0.17,1.4,0.0,0.0,0.0,0.0,5.0,3.47,55,469.0,1155,0.0,104,10.5,4.2,7.45,0.45,5.02,0,30,5.0,24.4,3.47
539,猴头菇（罐装）,51,51005,100,92.3,21,87,2.0,0.2,4.9,4.2,0,0.6,0.0,0.01,0.04,0.0,0.0,0.0,0.0,4.0,0.46,19,37.0,8,0.0,5,2.8,0.4,1.28,0.06,0.03,0,0,0.0,0.2,0.0
540,黄蘑（干）,51,51006,89,39.3,203,851,16.4,1.5,40.1,18.3,0,2.7,12.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.26,11,194.0,1953,0.0,91,22.5,5.26,1.09,0.46,3.09,0,70,12.0,5.8,0.0
541,黄蘑（水发）,51,51007,89,90.1,30,126,4.3,0.4,4.8,4.8,0,0.7,0.0,0.04,0.26,0.0,0.0,0.0,0.0,0.0,0.33,3,51.0,512,0.0,24,5.9,1.38,0.29,0.21,0.81,0,0,0.0,1.5,0.0
542,金针菇（鲜）[智力菇],51,51008,100,90.2,32,133,2.4,0.4,6.0,2.7,0,1.0,5.0,0.15,0.19,0.0,0.0,0.0,0.0,2.0,1.14,0,97.0,195,0.0,17,1.4,0.39,0.28,0.14,0.1,0,30,5.0,4.1,0.7
543,金针菇（罐装）,51,51009,100,91.6,26,108,1.0,0.0,6.7,2.5,0,0.7,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.98,14,23.0,17,0.0,7,1.1,0.34,0.48,0.01,0.0,0,0,0.0,0.6,0.55
544,口蘑（白蘑）,51,51010,100,9.2,277,1162,38.7,3.3,31.6,17.2,0,17.2,0.0,0.07,0.08,0.0,0.0,0.0,0.0,0.0,8.57,169,1655.0,3106,0.0,167,19.4,9.04,0.0,5.88,5.96,0,0,0.0,44.3,3.2
545,蘑菇（鲜蘑）,51,51011,99,92.4,24,100,2.7,0.1,4.1,2.1,0,0.7,2.0,0.08,0.35,0.0,0.0,0.0,0.0,2.0,0.56,6,94.0,312,0.0,11,1.2,0.92,0.55,0.49,0.11,0,10,2.0,4.0,0.27
546,蘑菇（干）,51,51012,100,13.7,294,1230,21.0,4.6,52.7,21.0,0,8.0,273.0,0.1,1.1,0.0,0.0,0.0,0.0,5.0,6.18,127,357.0,1225,0.0,94,51.3,6.29,39.18,1.05,1.53,0,1640,273.0,30.7,0.0
547,木耳（干）[黑木耳，云耳],51,51013,100,15.5,265,1107,12.1,1.5,65.6,29.9,0,5.3,17.0,0.17,0.44,0.0,0.0,0.0,0.0,0.0,11.34,247,292.0,757,0.0,152,97.4,3.18,3.72,0.32,8.86,0,100,17.0,2.5,3.65
548,木耳（水发）[黑木耳，云耳],51,51014,100,91.8,27,112,1.5,0.2,6.0,2.6,0,0.5,3.0,0.01,0.05,0.0,0.0,0.0,0.0,1.0,7.51,34,12.0,52,0.0,57,5.5,0.53,0.46,0.04,0.97,0,20,3.0,0.2,4.05
549,平菇[糙皮侧耳，青蘑],51,51015,93,92.5,24,101,1.9,0.3,4.6,2.3,0,0.7,2.0,0.06,0.16,0.0,0.0,0.0,0.0,4.0,0.79,5,86.0,258,0.0,14,1.0,0.61,1.07,0.08,0.07,0,10,2.0,3.1,0.58
550,普中红蘑（干）,51,51016,100,12.3,263,1105,18.4,0.7,58.1,24.6,0,10.5,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,14,35.0,169,0.0,0,235.1,3.14,91.7,0.51,3.75,0,0,0.0,0.0,0.0
551,双孢蘑菇[洋蘑菇],51,51017,97,92.4,26,108,4.2,0.1,2.7,1.5,0,0.6,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2,43.0,307,0.0,9,0.9,6.6,6.99,0.45,0.1,0,0,0.0,3.2,0.0
552,松蘑（干）[松口蘑，松茸],51,51018,100,16.1,207,853,20.3,3.2,48.2,47.8,0,12.2,0.0,0.01,1.48,0.0,0.0,0.0,0.0,0.0,3.09,14,50.0,93,0.0,0,86.0,6.22,98.44,10.3,1.63,0,0,0.0,0.0,0.0
553,香菇（鲜）[香蕈，冬菇],51,51019,100,91.7,26,107,2.2,0.3,5.2,3.3,0,0.6,0.0,0.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,2,53.0,20,0.0,11,0.3,0.66,2.58,0.12,0.25,0,0,0.0,2.0,0.0
554,香菇（干）[香蕈，冬菇],51,51020,95,12.3,274,1149,20.0,1.2,61.7,31.6,0,4.8,3.0,0.19,1.26,0.0,0.0,0.0,0.0,5.0,0.66,83,258.0,464,0.0,147,10.5,8.57,6.42,1.03,5.47,0,20,3.0,20.5,0.0
555,香杏丁蘑（干，大）,51,51021,100,14.1,257,1080,22.4,0.2,53.9,24.9,0,9.4,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,17,73.0,238,0.0,0,113.2,7.78,15.3,5.11,2.84,0,0,0.0,0.0,0.0
556,香杏片口蘑（干）,51,51022,100,15.1,252,1059,33.4,1.5,37.6,22.6,0,12.4,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,15,77.0,227,0.0,0,137.5,7.83,0.0,2.61,3.26,0,0,0.0,0.0,0.0
557,羊肚菌（干）[干狼肚],51,51023,100,14.3,321,1347,26.9,7.1,43.7,12.9,0,8.0,178.0,0.1,2.25,0.0,0.0,0.0,0.0,3.0,3.58,87,1193.0,1726,0.0,117,30.7,12.11,4.82,2.34,2.49,0,1070,178.0,8.8,0.0
558,银耳（干）[白木耳],51,51024,96,14.6,261,1092,10.0,1.4,67.3,30.4,0,6.7,8.0,0.05,0.25,0.0,0.0,0.0,0.0,0.0,1.26,36,369.0,1588,0.0,54,4.1,3.03,2.95,0.08,0.17,0,50,8.0,5.3,0.0
